yearbuilt,finsqft,cooling,bedroom,fullbath,halfbath,lotsize,totalvalue,esdistrict,msdistrict,hsdistrict,censustract,age,condition,fp
1999,2301,Central Air,4,2,1,0.309,373700,Cale,Walton,Monticello,113.03,20,Average,1
1999,2776,Central Air,3,3,0,4.488,412200,Meriwether Lewis,Henley,Western Albemarle,101,20,Average,1
2008,1742,Central Air,4,3,0,0.041,275900,Stone-Robinson,Burley,Monticello,105,11,Average,0
1971,920,No Central Air,3,1,0,3.643,157800,Brownsville,Henley,Western Albemarle,112.01,48,Average,0
1980,1200,Central Air,3,1,1,0.093,173600,Cale,Burley,Monticello,113.03,39,Average,0
1970,1266,Central Air,3,1,1,0,215300,Crozet,Henley,Western Albemarle,111,49,Average,1
2007,2918,Central Air,4,4,1,2.026,557800,Broadus Wood,Jouett,Albemarle,102.01,12,Average,1
1990,1800,Central Air,3,2,1,3.03,317600,Broadus Wood,Jouett,Albemarle,102.01,29,Average,1
1971,6060,No Central Air,4,4,1,11.05,638400,Brownsville,Henley,Western Albemarle,101,48,Average,1
2007,1420,Central Air,4,3,0,0.05,268900,Baker-Butler,Sutherland,Albemarle,103,12,Average,0
1976,1776,Central Air,4,3,0,2,289900,Stony Point,Burley,Monticello,105,43,Average,1
1993,1232,Central Air,3,2,0,2.387,203000,Meriwether Lewis,Henley,Western Albemarle,101,26,Average,0
1974,1740,Central Air,4,3,1,1.531,559100,Greer,Jouett,Albemarle,108,45,Average,1
1972,1203,Central Air,4,2,1,0.548,195000,Crozet,Henley,Western Albemarle,111,47,Average,0
1890,1720,No Central Air,3,1,1,1.346,132500,Red Hill,Walton,Monticello,114,129,Average,0
2009,1636,Central Air,3,3,1,0.072,317900,Stone-Robinson,Burley,Monticello,105,10,Average,0
2012,1925,Central Air,3,2,1,0.075,412800,Agnor-Hurt,Burley,Albemarle,106.02,7,Average,1
1948,936,No Central Air,2,1,0,0.723,117800,Red Hill,Walton,Monticello,114,71,Average,1
1984,4751,Central Air,7,5,1,102.5,2847500,Meriwether Lewis,Henley,Western Albemarle,101,35,Average,1
2014,2250,Central Air,3,2,1,0.098,500200,Brownsville,Henley,Western Albemarle,111,5,Average,1
1961,1762,Central Air,4,2,0,2.416,234700,Stone-Robinson,Walton,Monticello,113.01,58,Average,1
1979,1960,Central Air,3,2,1,2.153,404000,Murray,Henley,Western Albemarle,110,40,Average,1
1976,1680,No Central Air,3,2,0,0.987,207200,Stone-Robinson,Burley,Monticello,104.02,43,Average,0
1998,2549,Central Air,4,3,1,0.208,480400,Hollymead,Sutherland,Albemarle,103,21,Good,1
1979,1296,Central Air,4,2,1,5.762,263100,Stone-Robinson,Walton,Monticello,113.01,40,Good,1
1997,2682,Central Air,3,3,0,7.35,456300,Stony Point,Sutherland,Albemarle,104.01,22,Good,0
1980,1836,Central Air,2,3,0,28.717,765600,Brownsville,Henley,Western Albemarle,112.01,39,Good,1
1983,2578,Central Air,4,3,1,6.093,638600,Murray,Henley,Western Albemarle,110,36,Good,1
1997,4016,Central Air,4,4,1,0.52,782200,Stone-Robinson,Burley,Monticello,104.02,22,Good,1
1965,2464,Central Air,5,3,0,0.382,400300,Greer,Jouett,Albemarle,108,54,Good,1
1961,2691,Central Air,4,3,1,1.06,912100,Murray,Henley,Western Albemarle,110,58,Good,1
1992,1960,Central Air,4,3,1,32,734200,Red Hill,Walton,Monticello,112.02,27,Good,1
1991,1060,Central Air,2,2,0,0,323700,Murray,Henley,Western Albemarle,110,28,Good,1
1982,1248,Central Air,3,1,1,0.1,176500,Baker-Butler,Sutherland,Albemarle,102.01,37,Good,1
1950,1188,No Central Air,2,2,0,1.171,248200,Greer,Jouett,Albemarle,108,69,Good,0
1964,1045,No Central Air,2,1,0,0.57,279300,Cale,Burley,Monticello,113.02,55,Good,1
1978,1680,Central Air,3,2,0,1.378,362400,Broadus Wood,Jouett,Albemarle,102.02,41,Good,1
1994,896,Central Air,2,1,0,4,169300,Red Hill,Walton,Monticello,112.01,25,Good,0
1977,1306,Central Air,4,3,0,2.23,274100,Broadus Wood,Jouett,Albemarle,102.01,42,Good,1
1937,1659,Central Air,3,1,1,0.564,247000,Brownsville,Henley,Western Albemarle,112.01,82,Good,1
1999,3961,Central Air,5,4,1,0.817,787500,Stone-Robinson,Burley,Monticello,104.02,20,Good,1
1998,2164,Central Air,4,2,1,0.146,347700,Baker-Butler,Sutherland,Albemarle,103,21,Good,1
1754,690,Central Air,2,1,1,2.2,175100,Baker-Butler,Sutherland,Albemarle,102.01,265,Good,0
1989,2119,Central Air,2,2,0,6.789,459800,Broadus Wood,Jouett,Albemarle,102.02,30,Good,1
1980,1472,Central Air,4,3,0,0.187,280700,Woodbrook,Jouett,Albemarle,107,39,Good,1
1977,1512,Central Air,3,2,0,2.004,274200,Broadus Wood,Jouett,Albemarle,101,42,Good,1
1989,2122,Central Air,3,2,1,1.556,404600,Meriwether Lewis,Henley,Western Albemarle,110,30,Good,1
1989,1630,Central Air,4,2,1,0.242,321100,Baker-Butler,Sutherland,Albemarle,103,30,Good,1
1986,2818,Central Air,4,3,1,1.317,570500,Stone-Robinson,Burley,Monticello,105,33,Good,1
1972,1542,Central Air,5,3,0,0.402,282900,Crozet,Henley,Western Albemarle,111,47,Good,1
1989,1116,Central Air,3,2,0,3.13,225500,Baker-Butler,Sutherland,Albemarle,102.01,30,Good,0
1880,2555,Central Air,4,2,1,1.054,398900,Murray,Henley,Western Albemarle,110,139,Good,1
1998,3033,Central Air,4,4,1,0.605,569800,Stone-Robinson,Burley,Monticello,104.02,21,Good,1
1990,2392,Central Air,4,2,1,3.508,422400,Broadus Wood,Jouett,Albemarle,102.02,29,Good,1
1920,1644,Central Air,2,2,0,2.069,193000,Red Hill,Walton,Monticello,114,99,Good,0
1991,1212,Central Air,3,2,0,0.281,293500,Cale,Walton,Monticello,113.01,28,Good,0
1980,3016,Central Air,4,2,2,2,591500,Meriwether Lewis,Henley,Western Albemarle,110,39,Good,1
1978,975,Central Air,3,1,1,2.07,221500,Broadus Wood,Jouett,Albemarle,101,41,Good,1
1991,2134,Central Air,3,2,1,0.278,307200,Hollymead,Sutherland,Albemarle,103,28,Good,1
1982,2688,Central Air,4,2,1,2.331,578600,Meriwether Lewis,Henley,Western Albemarle,102.02,37,Good,1
1994,2631,Central Air,3,2,1,0.189,421900,Stone-Robinson,Burley,Monticello,104.02,25,Good,1
1914,3643,No Central Air,6,3,1,5.236,525800,Scottsville,Walton,Monticello,114,105,Good,1
1971,2298,Central Air,6,3,0,3.01,680200,Meriwether Lewis,Henley,Western Albemarle,110,48,Good,1
1983,1291,Central Air,2,2,1,0,211500,Greer,Jouett,Albemarle,108,36,Good,1
1979,1122,Central Air,2,1,1,7.05,161000,Red Hill,Walton,Monticello,114,40,Good,0
1999,2751,Central Air,3,3,0,2,481300,Baker-Butler,Sutherland,Albemarle,104.01,20,Good,1
1961,2444,Central Air,3,3,1,3.439,727100,Broadus Wood,Jouett,Albemarle,102.02,58,Good,1
1983,960,Central Air,2,1,1,0,200500,Agnor-Hurt,Burley,Albemarle,106.02,36,Good,1
1995,1784,Central Air,3,2,0,8,271400,Red Hill,Walton,Monticello,114,24,Good,1
1992,1836,Central Air,4,2,1,0.217,333900,Baker-Butler,Sutherland,Albemarle,103,27,Good,1
1996,1688,Central Air,4,3,0,2.44,369900,Meriwether Lewis,Henley,Western Albemarle,110,23,Good,1
1981,2127,Central Air,3,2,1,2.277,364600,Brownsville,Henley,Western Albemarle,112.01,38,Good,1
1998,2952,Central Air,4,2,1,4,559700,Brownsville,Henley,Western Albemarle,111,21,Good,1
1988,2779,Central Air,4,2,1,0,416400,Broadus Wood,Jouett,Albemarle,102.02,31,Good,1
2002,3262,Central Air,4,3,1,0.25,577800,Agnor-Hurt,Burley,Albemarle,106.02,17,Good,1
1988,1604,Central Air,3,2,0,0.416,327900,Cale,Walton,Monticello,113.03,31,Good,0
1983,2222,Central Air,4,4,0,0.92,601700,Meriwether Lewis,Henley,Western Albemarle,110,36,Good,1
1966,2858,Central Air,4,3,1,1.61,760100,Murray,Henley,Western Albemarle,110,53,Good,1
1970,3201,Central Air,4,3,1,2.472,557300,Meriwether Lewis,Henley,Western Albemarle,110,49,Good,0
1960,1911,Central Air,4,3,0,4.538,519500,Greer,Jouett,Albemarle,108,59,Good,1
1952,1122,Central Air,1,1,0,3.532,106600,Meriwether Lewis,Henley,Western Albemarle,101,67,Good,0
1972,836,Central Air,3,1,0,2.05,168900,Stony Point,Sutherland,Albemarle,104.01,47,Good,0
1987,1542,Central Air,3,2,1,0.1938,293300,Cale,Burley,Monticello,113.03,32,Good,1
1974,2356,Central Air,4,3,1,5,430200,Baker-Butler,Sutherland,Albemarle,102.01,45,Good,1
1983,2034,Central Air,4,2,1,0.918,497700,Meriwether Lewis,Henley,Western Albemarle,110,36,Good,1
1973,1752,Central Air,3,2,1,2,307500,Broadus Wood,Jouett,Albemarle,102.02,46,Good,1
1975,1536,Central Air,3,2,1,0.344,363000,Greer,Jouett,Albemarle,108,44,Good,1
1981,1414,Central Air,4,3,0,0.568,301600,Woodbrook,Jouett,Albemarle,106.01,38,Good,1
1938,3303,Central Air,4,3,0,10.41,705600,Broadus Wood,Jouett,Albemarle,102.02,81,Good,1
1997,2698,Central Air,4,2,1,0.262,484800,Brownsville,Henley,Western Albemarle,111,22,Good,1
1998,5525,Central Air,7,6,2,0.873,1270500,Stone-Robinson,Burley,Monticello,104.02,21,Good,1
1990,2220,Central Air,4,2,1,2,293000,Red Hill,Walton,Monticello,112.02,29,Good,1
1995,3505,Central Air,4,4,1,0.579,730900,Stone-Robinson,Burley,Monticello,104.02,24,Good,1
1922,4259,Central Air,5,2,2,13.85,1551500,Brownsville,Henley,Western Albemarle,111,97,Good,1
1982,1304,Central Air,3,1,3,0,246700,Greer,Jouett,Albemarle,108,37,Good,1
2003,2332,Central Air,4,2,1,0.266,392500,Stony Point,Burley,Monticello,105,16,Good,1
1991,1249,Central Air,2,2,0,0,209800,Woodbrook,Jouett,Albemarle,106.01,28,Good,0
1913,5006,Central Air,4,3,0,21.832,1014200,Red Hill,Walton,Monticello,112.02,106,Good,0
1986,3138,Central Air,4,3,0,2.64,648500,Meriwether Lewis,Henley,Western Albemarle,102.02,33,Good,1
1993,1791,Central Air,2,2,0,0.65,392500,Stone-Robinson,Burley,Monticello,104.02,26,Good,1
1993,1632,Central Air,3,2,1,2,304600,Broadus Wood,Jouett,Albemarle,103,26,Good,0
1980,2394,Central Air,3,3,0,1.383,426500,Broadus Wood,Jouett,Albemarle,102.02,39,Good,1
1997,2296,Central Air,4,2,1,0.288,431000,Hollymead,Sutherland,Albemarle,103,22,Good,1
1976,1734,No Central Air,2,1,0,2.09,393700,Red Hill,Walton,Monticello,112.02,43,Good,1
1987,3302,Central Air,3,2,1,4,528600,Broadus Wood,Jouett,Albemarle,102.02,32,Good,1
1992,2052,Central Air,5,3,1,0.237,400600,Baker-Butler,Sutherland,Albemarle,103,27,Good,1
1981,1207,Central Air,3,2,0,0.217,253800,Woodbrook,Jouett,Albemarle,107,38,Good,1
1994,1330,Central Air,3,3,1,0.087,203200,Baker-Butler,Sutherland,Albemarle,102.01,25,Good,1
1985,2298,Central Air,4,2,1,0.975,526400,Meriwether Lewis,Henley,Western Albemarle,110,34,Good,1
1984,1290,Central Air,3,2,1,0,217600,Greer,Jouett,Albemarle,108,35,Good,1
2006,1774,Central Air,3,2,0,0.181,366800,Crozet,Henley,Western Albemarle,111,13,Good,1
1935,2476,No Central Air,3,1,1,8.567,727500,Brownsville,Henley,Western Albemarle,112.01,84,Good,1
1985,2080,Central Air,4,2,1,2.04,315400,Broadus Wood,Jouett,Albemarle,102.02,34,Good,1
1982,1795,Central Air,3,2,1,0,311600,Hollymead,Sutherland,Albemarle,103,37,Good,1
1996,1808,Central Air,3,2,1,0.583,447900,Stone-Robinson,Burley,Monticello,104.02,23,Good,1
1950,936,Central Air,2,1,0,20.11,354800,Red Hill,Walton,Monticello,112.02,69,Good,0
1979,2240,Central Air,3,2,1,0.96,387800,Brownsville,Henley,Western Albemarle,111,40,Good,1
1994,2086,Central Air,3,2,0,0.192,416700,Stone-Robinson,Burley,Monticello,104.02,25,Good,1
1990,1923,Central Air,3,2,0,0.327,374200,Cale,Walton,Monticello,113.03,29,Good,1
1984,2153,Central Air,4,2,0,3.609,287000,Baker-Butler,Sutherland,Albemarle,102.01,35,Good,0
1988,3688,Central Air,4,3,1,5.156,766100,Meriwether Lewis,Henley,Western Albemarle,102.02,31,Good,1
1900,2323,Central Air,3,2,0,0.5,325200,Crozet,Henley,Western Albemarle,111,119,Good,1
1978,1966,Central Air,4,3,0,3.308,504300,Meriwether Lewis,Henley,Western Albemarle,110,41,Good,1
1991,1440,Central Air,3,2,0,5.588,235400,Scottsville,Walton,Monticello,114,28,Good,1
1905,1598,No Central Air,3,1,0,9.494,221600,Scottsville,Walton,Monticello,114,114,Good,0
1993,2923,Central Air,4,2,1,0.16,442900,Stone-Robinson,Burley,Monticello,104.02,26,Good,1
1991,1790,Central Air,4,3,0,2,386600,Murray,Henley,Western Albemarle,110,28,Good,1
1988,1868,No Central Air,3,3,0,2.07,273100,Brownsville,Henley,Western Albemarle,112.01,31,Good,0
1955,2273,Central Air,5,3,0,1.02,775300,Murray,Henley,Western Albemarle,110,64,Good,1
1982,1304,Central Air,3,1,2,0,225800,Greer,Jouett,Albemarle,108,37,Good,1
1984,1408,Central Air,2,2,1,0,201200,Woodbrook,Jouett,Albemarle,107,35,Good,0
1957,1315,Central Air,3,1,0,3.2,201000,Red Hill,Walton,Monticello,114,62,Good,1
1850,2267,Central Air,3,2,1,20,380000,Broadus Wood,Jouett,Albemarle,101,169,Good,1
1991,1800,Central Air,3,2,1,5.77,350200,Stone-Robinson,Walton,Monticello,113.01,28,Good,1
2006,786,No Central Air,3,2,0,5,172700,Crozet,Henley,Western Albemarle,101,13,Good,0
1905,2555,Central Air,3,2,1,1.225,371700,Broadus Wood,Jouett,Albemarle,102.01,114,Good,0
1984,1582,Central Air,2,2,0,0,246300,Greer,Jouett,Albemarle,107,35,Good,1
1995,1598,Central Air,3,2,0,0.301,336400,Cale,Walton,Monticello,113.01,24,Good,0
1989,2233,Central Air,3,2,1,0.486,386100,Broadus Wood,Jouett,Albemarle,101,30,Good,1
1996,1932,Central Air,4,2,1,0.283,396300,Hollymead,Sutherland,Albemarle,103,23,Good,1
1790,7752,Central Air,4,5,0,194.35,4450100,Red Hill,Walton,Monticello,112.02,229,Good,1
1979,1166,Central Air,3,2,0,0.967,242000,Baker-Butler,Sutherland,Albemarle,103,40,Good,1
1992,1224,Central Air,3,2,0,2,238100,Stone-Robinson,Walton,Monticello,113.01,27,Good,0
1977,3513,Central Air,4,3,1,2.39,523100,Stone-Robinson,Burley,Monticello,104.02,42,Good,1
2002,1941,Central Air,4,3,1,0.109,322100,Hollymead,Sutherland,Albemarle,103,17,Good,1
1988,1176,Central Air,3,2,0,0.2296,185000,Baker-Butler,Sutherland,Albemarle,102.01,31,Good,0
1990,1795,Central Air,4,2,1,0.198,346700,Baker-Butler,Sutherland,Albemarle,103,29,Good,1
1994,2234,Central Air,3,2,0,0.414,469100,Stone-Robinson,Burley,Monticello,104.02,25,Good,1
1977,2114,Central Air,4,2,1,0.592,363100,Woodbrook,Jouett,Albemarle,106.01,42,Good,1
1754,816,Central Air,2,1,0,1.037,173800,Red Hill,Walton,Monticello,114,265,Good,1
1972,1465,Central Air,4,3,0,0.604,355000,Greer,Jouett,Albemarle,108,47,Good,1
2006,4221,Central Air,5,4,2,22.789,1131900,Broadus Wood,Jouett,Albemarle,102.01,13,Good,1
1984,3408,Central Air,5,3,1,0,469200,Hollymead,Sutherland,Albemarle,103,35,Good,1
1920,2680,Central Air,3,3,0,0.954,498400,Murray,Henley,Western Albemarle,110,99,Good,1
1977,2086,Central Air,4,2,1,2.113,540200,Meriwether Lewis,Henley,Western Albemarle,110,42,Good,1
1989,1790,Central Air,3,3,0,10,475400,Broadus Wood,Jouett,Albemarle,101,30,Good,1
1984,1576,Central Air,3,2,0,0.2296,295000,Greer,Jouett,Albemarle,107,35,Good,1
1950,1644,Central Air,3,2,0,3,237400,Stone-Robinson,Walton,Monticello,113.01,69,Good,1
1994,2240,Central Air,4,2,1,0.25,444900,Hollymead,Sutherland,Albemarle,103,25,Good,1
1986,1512,Central Air,2,3,0,2.182,485700,Broadus Wood,Jouett,Albemarle,102.02,33,Good,1
1981,1809,Central Air,4,3,0,1.071,505300,Meriwether Lewis,Henley,Western Albemarle,110,38,Good,1
1999,3892,Central Air,4,5,1,0.705,841300,Stone-Robinson,Burley,Monticello,104.02,20,Good,1
1988,2638,Central Air,4,4,0,4.013,467100,Baker-Butler,Sutherland,Albemarle,102.01,31,Good,1
1991,2542,Central Air,3,2,1,0.943,487000,Stone-Robinson,Burley,Monticello,105,28,Good,1
1996,3096,Central Air,4,2,1,5.816,580000,Murray,Henley,Western Albemarle,110,23,Good,1
1976,1329,Central Air,4,3,0,0.33,342300,Woodbrook,Jouett,Albemarle,106.01,43,Good,1
1990,2490,Central Air,5,4,1,0.29,466000,Baker-Butler,Sutherland,Albemarle,103,29,Good,1
1983,1293,Central Air,2,2,1,0,211700,Greer,Jouett,Albemarle,108,36,Good,1
1754,2160,Central Air,3,2,0,0.653,234200,Scottsville,Walton,Monticello,114,265,Good,0
1979,1902,Central Air,3,3,0,3.281,379700,Red Hill,Walton,Monticello,112.01,40,Good,0
1989,2288,Central Air,4,3,1,0.219,439100,Baker-Butler,Sutherland,Albemarle,103,30,Good,1
1989,1040,Central Air,3,3,0,0.742,224900,Crozet,Henley,Western Albemarle,111,30,Good,0
1998,2705,Central Air,5,4,1,0.208,568300,Stone-Robinson,Burley,Monticello,104.02,21,Good,1
1977,2888,Central Air,4,2,1,2,534300,Cale,Walton,Monticello,113.01,42,Good,1
1990,2123,Central Air,4,3,1,0.32,386000,Woodbrook,Jouett,Albemarle,106.01,29,Good,1
1989,1293,Central Air,3,2,0,0,202400,Agnor-Hurt,Burley,Albemarle,106.02,30,Good,1
1995,1777,Central Air,3,2,0,0.327,411500,Hollymead,Sutherland,Albemarle,103,24,Good,1
1996,1325,Central Air,3,2,0,0.143,335300,Baker-Butler,Sutherland,Albemarle,103,23,Good,1
1964,2288,Central Air,5,3,1,2.711,645500,Meriwether Lewis,Henley,Western Albemarle,110,55,Good,1
1981,3005,Central Air,2,3,0,13.1,649800,Stone-Robinson,Burley,Monticello,104.01,38,Good,1
2002,2930,Central Air,3,3,1,2.466,621800,Baker-Butler,Sutherland,Albemarle,104.01,17,Good,1
2006,2985,Central Air,4,3,1,0.543,564700,Cale,Walton,Monticello,112.02,13,Good,1
1980,2350,Central Air,3,2,1,2.085,628000,Broadus Wood,Jouett,Albemarle,102.02,39,Good,0
1993,2942,Central Air,4,3,1,0.427,519600,Stone-Robinson,Burley,Monticello,104.02,26,Good,1
1996,1828,Central Air,3,2,0,2.396,231000,Scottsville,Walton,Monticello,114,23,Good,0
1987,1940,Central Air,3,2,1,0.299,417600,Woodbrook,Jouett,Albemarle,106.01,32,Good,1
1994,1774,Central Air,2,2,0,0.141,391400,Stone-Robinson,Burley,Monticello,104.02,25,Good,1
1963,1075,Central Air,3,2,0,0.53,274400,Crozet,Henley,Western Albemarle,111,56,Good,1
1970,1624,No Central Air,3,2,0,10.682,200800,Red Hill,Walton,Monticello,112.01,49,Good,0
1975,960,Central Air,3,2,0,2.008,194400,Stone-Robinson,Walton,Monticello,113.01,44,Good,0
1983,3082,Central Air,4,4,1,1.617,428500,Broadus Wood,Jouett,Albemarle,102.01,36,Good,0
1939,7264,Central Air,6,6,1,7.947,7766800,Murray,Henley,Western Albemarle,110,80,Good,1
1992,2958,Central Air,6,5,0,3.44,761500,Stony Point,Burley,Monticello,105,27,Good,1
1989,1517,Central Air,4,3,0,1.987,295400,Baker-Butler,Sutherland,Albemarle,102.01,30,Good,1
1987,2550,Central Air,3,2,0,5.512,491300,Brownsville,Henley,Western Albemarle,111,32,Good,1
1993,1337,Central Air,3,2,2,0.128,202400,Baker-Butler,Sutherland,Albemarle,102.01,26,Good,1
1990,2191,Central Air,4,2,1,0.247,391700,Baker-Butler,Sutherland,Albemarle,103,29,Good,1
1978,1956,Central Air,4,3,1,0.938,314100,Stone-Robinson,Burley,Monticello,104.02,41,Good,1
1890,2240,Central Air,3,2,0,3.994,363000,Crozet,Henley,Western Albemarle,111,129,Good,1
1900,3116,Central Air,5,3,0,32.22,542700,Stony Point,Sutherland,Albemarle,104.01,119,Good,1
1997,1144,Central Air,3,1,1,3.18,188600,Red Hill,Walton,Monticello,114,22,Good,0
1991,1904,Central Air,4,2,2,0.259,340400,Cale,Burley,Monticello,113.03,28,Good,1
1990,3721,Central Air,6,4,1,0.686,738500,Baker-Butler,Sutherland,Albemarle,103,29,Good,1
1998,1380,No Central Air,1,1,0,37.146,649900,Brownsville,Henley,Western Albemarle,110,21,Good,0
1974,1152,Central Air,4,2,1,1.982,266600,Broadus Wood,Jouett,Albemarle,102.01,45,Good,1
1996,2034,Central Air,4,2,1,0.274,403100,Hollymead,Sutherland,Albemarle,103,23,Good,1
1981,2648,Central Air,3,2,1,5.819,490900,Murray,Henley,Western Albemarle,112.01,38,Good,0
1996,1620,Central Air,3,2,1,0.177,297500,Baker-Butler,Sutherland,Albemarle,103,23,Good,1
1988,2304,Central Air,4,2,1,0.97,397900,Baker-Butler,Sutherland,Albemarle,103,31,Good,1
1986,1976,Central Air,4,2,1,0.239,363900,Woodbrook,Jouett,Albemarle,106.01,33,Good,1
1969,1792,Central Air,5,3,0,1.48,370300,Meriwether Lewis,Henley,Western Albemarle,110,50,Good,1
1900,1616,No Central Air,2,2,0,4.306,362200,Red Hill,Walton,Monticello,113.01,119,Good,1
1919,2638,Central Air,3,1,1,105.856,940200,Stony Point,Sutherland,Albemarle,104.01,100,Good,1
1986,1344,Central Air,3,3,1,0.2479,285900,Cale,Burley,Monticello,113.03,33,Good,1
1991,1277,Central Air,3,2,0,0.226,300400,Baker-Butler,Sutherland,Albemarle,103,28,Good,1
1975,1445,Central Air,3,2,1,0,207100,Agnor-Hurt,Burley,Albemarle,106.02,44,Good,1
1972,2133,Central Air,5,4,0,5.096,811200,Meriwether Lewis,Henley,Western Albemarle,110,47,Good,1
1986,3538,Central Air,4,3,1,2.09,753000,Meriwether Lewis,Henley,Western Albemarle,102.02,33,Good,1
1980,2174,Central Air,4,3,1,0,375100,Hollymead,Sutherland,Albemarle,103,39,Good,1
1999,3691,Central Air,6,4,1,0.593,677300,Stone-Robinson,Burley,Monticello,104.02,20,Good,1
1991,2176,Central Air,4,3,1,5.747,577200,Meriwether Lewis,Henley,Western Albemarle,101,28,Good,1
1937,2940,No Central Air,3,2,1,2,533400,Murray,Henley,Western Albemarle,110,82,Good,1
1998,1668,Central Air,3,2,1,0.1614,302100,Agnor-Hurt,Burley,Albemarle,106.02,21,Good,1
1991,2536,Central Air,4,3,0,10.839,559500,Brownsville,Henley,Western Albemarle,111,28,Good,1
1981,1227,Central Air,3,3,0,0,305200,Hollymead,Sutherland,Albemarle,103,38,Good,1
1977,1596,Central Air,3,2,0,2,360600,Murray,Henley,Western Albemarle,110,42,Good,1
1973,1705,Central Air,3,2,0,0.592,268100,Broadus Wood,Jouett,Albemarle,102.01,46,Good,1
1924,1880,No Central Air,2,1,0,9.874,341000,Red Hill,Walton,Monticello,113.01,95,Good,1
1983,1764,Central Air,2,2,0,5,320300,Red Hill,Walton,Monticello,113.01,36,Good,1
1950,3465,Central Air,4,4,1,18.57,1206100,Murray,Henley,Western Albemarle,110,69,Good,1
2006,2016,Central Air,3,3,0,0.334,456000,Stony Point,Burley,Monticello,105,13,Good,1
1988,2892,Central Air,3,3,0,4.043,384800,Baker-Butler,Sutherland,Albemarle,102.01,31,Good,0
1990,1836,Central Air,4,2,1,0.25,337700,Baker-Butler,Sutherland,Albemarle,103,29,Good,1
1987,4021,Central Air,5,4,1,3.599,819700,Murray,Henley,Western Albemarle,110,32,Good,1
1981,1230,Central Air,3,1,1,0.095,189300,Greer,Jouett,Albemarle,107,38,Good,1
1992,1582,Central Air,3,2,1,0.215,312600,Baker-Butler,Sutherland,Albemarle,103,27,Good,1
2014,2256,Central Air,2,3,1,2.945,406800,Scottsville,Walton,Monticello,114,5,Good,1
1980,931,Central Air,3,2,0,1.06,220900,Baker-Butler,Sutherland,Albemarle,103,39,Good,1
1987,1205,Central Air,3,2,0,2.074,235100,Baker-Butler,Sutherland,Albemarle,102.01,32,Good,1
1991,3179,Central Air,5,3,1,15.053,745200,Brownsville,Henley,Western Albemarle,112.01,28,Good,1
1997,2315,Central Air,4,2,1,0.36,421000,Hollymead,Sutherland,Albemarle,103,22,Good,1
1975,3660,Central Air,3,4,0,10.093,653500,Meriwether Lewis,Henley,Western Albemarle,101,44,Good,1
1994,4267,Central Air,6,4,2,0.772,853200,Stone-Robinson,Burley,Monticello,104.02,25,Good,1
1984,2002,Central Air,3,2,1,2.904,592300,Murray,Henley,Western Albemarle,108,35,Good,1
1959,3549,Central Air,4,3,1,1.65,610000,Greer,Jouett,Albemarle,108,60,Good,1
1968,1386,Central Air,3,2,1,0,252200,Greer,Jouett,Albemarle,108,51,Good,1
1984,2718,Central Air,3,3,1,0,885100,Murray,Henley,Western Albemarle,110,35,Good,1
1999,2299,Central Air,3,2,0,0.273,418700,Hollymead,Sutherland,Albemarle,103,20,Good,1
1974,1056,Central Air,3,1,1,0,149700,Baker-Butler,Sutherland,Albemarle,103,45,Good,1
1983,1301,Central Air,3,2,1,3.1,267300,Broadus Wood,Jouett,Albemarle,102.01,36,Good,1
1960,1628,Central Air,3,2,0,4.8,514000,Murray,Henley,Western Albemarle,110,59,Good,1
1991,1626,Central Air,3,2,0,5.004,281100,Stony Point,Sutherland,Albemarle,104.01,28,Good,0
1980,986,Central Air,2,1,1,0.176,173400,Greer,Jouett,Albemarle,107,39,Good,1
1969,3420,No Central Air,5,3,1,13.46,1227300,Meriwether Lewis,Henley,Western Albemarle,102.02,50,Good,1
1985,1862,Central Air,4,3,0,5.96,755900,Murray,Henley,Western Albemarle,110,34,Good,1
1983,1050,Central Air,3,3,0,0.1935,207300,Baker-Butler,Sutherland,Albemarle,102.01,36,Good,1
1978,2261,Central Air,3,3,1,4.217,621300,Broadus Wood,Jouett,Albemarle,102.02,41,Good,1
1976,3944,Central Air,5,3,1,55.48,2588500,Greer,Jouett,Albemarle,110,43,Good,1
1986,1556,Central Air,3,2,0,13.079,509700,Brownsville,Henley,Western Albemarle,111,33,Good,1
1994,4292,Central Air,4,3,1,8,822400,Meriwether Lewis,Henley,Western Albemarle,101,25,Good,1
1980,2752,Central Air,3,3,0,3.322,459200,Broadus Wood,Jouett,Albemarle,102.02,39,Good,1
1973,1082,Central Air,3,3,0,0.46,260800,Baker-Butler,Sutherland,Albemarle,103,46,Good,1
1983,1421,Central Air,3,2,1,1.377,338600,Broadus Wood,Jouett,Albemarle,102.02,36,Good,1
1996,2602,Central Air,4,2,1,4.19,497900,Brownsville,Henley,Western Albemarle,112.01,23,Good,1
1974,1860,Central Air,3,3,0,2.185,348000,Broadus Wood,Jouett,Albemarle,101,45,Good,1
1971,1428,Central Air,3,1,1,0,176500,Agnor-Hurt,Burley,Albemarle,107,48,Good,0
1957,2524,Central Air,4,2,1,1.1,841200,Murray,Henley,Western Albemarle,110,62,Good,1
1992,1264,Central Air,3,1,1,12.61,241700,Red Hill,Walton,Monticello,114,27,Good,0
1998,2712,Central Air,4,2,1,1.397,455700,Broadus Wood,Jouett,Albemarle,102.02,21,Good,1
1989,1232,Central Air,3,2,0,0.2296,191300,Baker-Butler,Sutherland,Albemarle,102.01,30,Good,0
