A_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,A_Depth,A_Ag,A_Al,A_As,A_Ba,A_Be,A_Bi,A_C_Tot,A_C_Inorg,A_C_Org,A_Ca,A_Cd,A_Ce,A_Co,A_Cr,A_Cs,A_Cu,A_Fe,A_Ga,A_Hg,A_In,A_K,A_La,A_Li,A_Mg,A_Mn,A_Mo,A_Na,A_Nb,A_Ni,A_P,A_Pb,A_Rb,A_S,A_Sb,A_Sc,A_Se,A_Sn,A_Sr,A_Te,A_Th,A_Ti,A_Tl,A_U,A_V,A_W,A_Y,A_Zn
C-313409,571,UT,39.7637,-112.2872,6/21/2008,Herbaceous Upland,Grasslands/Herbaceous,0-7,<1,4.13,4.2,457,1.6,0.17,2.26,1.6,0.7,5.8,0.2,57.4,7.8,24,<5,12.9,1.97,10,0.01,0.03,1.56,32.6,25,1.04,407,0.55,0.75,7.4,10.2,550,14.8,69.9,0.02,0.8,6.5,<0.2,1,294,<0.1,8.7,0.21,0.4,1.7,60,0.8,14.3,44
C-313252,667,UT,38.9385,-109.9643,6/30/2008,Barren,Transitional,0-3,<1,3.26,7.5,678,1,0.15,2.73,1.8,0.9,4.38,0.3,37.5,5.8,32,<5,13.9,1.96,7.2,0.03,0.03,1.27,19,24,1.47,220,1.35,0.66,4.2,14.5,800,17,55.9,0.36,0.69,5.4,0.6,0.8,151,<0.1,6.7,0.12,0.3,1.8,53,0.6,13.6,63
C-313207,763,UT,40.6518,-113.242,6/12/2008,Shrubland,Shrubland,0-4,<1,2.02,3.9,392,0.8,0.07,5.41,5.2,0.2,15.7,0.1,23.7,3.2,20,<5,6,0.76,5.21,<0.01,<0.02,0.71,12.4,27,1.07,177,0.47,0.53,2.7,4.8,330,8.1,34.7,0.06,0.38,3.2,<0.2,0.5,1620,<0.1,4,0.07,0.2,2.3,22,0.5,7,18
C-313293,827,UT,41.58,-112.254,6/10/2008,Shrubland,Shrubland,0-6,<1,4.68,22.2,641,1.9,0.36,4.69,1.9,2.8,6.91,0.5,48.4,5.6,46,41,25.8,2.09,12.1,0.02,0.05,2.15,26,84,2.12,651,1.79,0.82,9.3,13.3,1100,45.5,267,0.08,1.03,6.6,0.2,2.1,520,<0.1,9.1,0.19,0.6,2,58,1.4,16,99
C-313305,859,UT,38.6311,-111.9814,6/22/2008,Forested Upland,Evergreen Forest,0-8,<1,8.31,6,801,2.1,0.2,1.98,N.D.,1.98,2.28,0.3,87.4,18.7,45,6,44.8,4.57,22.8,0.01,0.06,2.45,37.9,35,1.14,980,1.28,1.87,7.4,17.8,1430,21.7,122,0.03,0.51,13.5,<0.2,1.9,523,<0.1,13.5,0.48,0.4,4,178,1.2,17.7,99
C-313404,1019,UT,40.8138,-113.7565,6/12/2008,Barren,Bare Rock/Sand/Clay,0-4,<1,0.43,2.2,65,0.1,0.05,0.64,0.4,0.2,11.9,<0.1,3.92,1.1,4,<5,7,0.18,1.12,<0.01,<0.02,0.24,2.1,16,0.38,63,0.58,6.25,0.9,2.5,90,1.8,11.2,10.5,0.24,0.6,<0.2,0.3,552,<0.1,0.8,0.02,<0.1,0.6,6,0.3,1.5,8
C-313223,1071,UT,38.7696,-112.9928,6/24/2008,Shrubland,Shrubland,0-4,<1,3.54,4.1,372,1.4,0.17,3.07,1.9,1.2,8.26,0.3,59.6,6.6,27,<5,12.7,1.45,9.9,0.01,0.03,1.4,21.5,23,0.84,342,1.27,0.68,7.6,17.4,540,15.1,65.4,0.03,0.58,5.7,<0.2,1.1,376,<0.1,8.8,0.16,0.3,2,36,0.9,14.4,36
C-313271,1179,UT,37.8093,-110.6288,6/28/2008,Shrubland,Shrubland,0-4,<1,2.84,1.6,511,0.8,0.09,0.59,0.3,0.3,1.4,<0.1,19.6,2.6,19,<5,7.2,0.77,6.13,<0.01,<0.02,1.78,10.1,25,0.63,210,0.5,0.44,2.7,4.7,350,12.1,56.3,0.01,0.28,2.9,<0.2,0.6,79.8,<0.1,3.5,0.09,0.3,1.1,23,0.3,7.1,18
C-313410,1327,UT,37.4334,-113.0548,7/7/2008,Forested Upland,Deciduous Forest,0-18,<1,3.67,5.8,368,1.6,0.16,4.72,N.D.,4.72,0.58,0.3,49.8,9.5,24,<5,18.2,1.63,8.57,0.02,0.03,1.11,25.9,27,0.37,665,1.04,0.25,6.1,15.1,680,16.4,70.3,0.04,0.55,5.1,0.2,1.1,79.8,<0.1,5.8,0.16,0.4,2.2,43,0.6,13.5,56
C-313284,1339,UT,39.973,-110.2908,6/18/2008,Shrubland,Shrubland,0-8,<1,3.49,8.1,615,1.3,0.16,INS,4.4,INS,12.9,0.3,37.9,6.4,38,6,17.3,1.71,9.18,0.02,0.03,1.98,20.8,148,3.14,681,1.01,0.83,6.9,12.2,930,12.4,72.4,0.06,0.55,6.2,<0.2,1,853,<0.1,7.1,0.15,0.4,1.9,55,0.5,12,47
C-313292,1435,UT,39.8222,-109.5275,6/17/2008,Shrubland,Shrubland,0-3,<1,5.38,4.4,732,2.1,0.23,0.87,0.2,0.7,1.46,0.2,68.8,8.5,46,5,17.4,2.03,13.8,0.01,0.04,2.13,34.1,42,1.12,817,0.85,1.07,8.9,15.1,540,20.4,97.1,0.02,0.68,7.2,<0.2,1.5,201,<0.1,11.8,0.2,0.5,2.3,61,1.2,16.9,59
C-313216,1595,UT,40.295,-111.7493,6/14/2008,Planted/Cultivated,Pasture/Hay,0-27,<1,1.72,10.7,275,0.7,0.19,7.53,2.5,5,10.1,0.6,19.6,3.8,18,<5,15.8,0.93,4.77,0.03,0.02,0.7,6,88,6.49,306,0.77,0.28,3.6,7.4,1170,17.1,37.9,0.13,0.65,2.9,0.4,0.9,2610,<0.1,3.6,0.08,0.2,3.5,31,0.7,6,55
C-313279,1787,UT,39.6775,-113.0293,6/20/2008,Herbaceous Upland,Grasslands/Herbaceous,0-6,<1,5.17,5,509,4.3,0.22,2.52,1.2,1.3,5.95,0.3,55.2,5.4,30,8,10.9,1.57,15.1,0.02,0.04,2.51,28.6,57,1.34,641,1.32,1.46,24.2,8.3,570,28.3,203,0.04,0.71,5.6,<0.2,4.3,392,<0.1,22.4,0.15,1,6,44,2.4,35.1,51
C-313408,1851,UT,41.803,-111.3555,6/9/2008,Planted/Cultivated,Pasture/Hay,0-12,<1,5.05,5.6,549,2.1,0.22,1.71,N.D.,1.71,1.07,0.5,67,9.6,44,6,23,2.12,12.7,0.02,0.04,1.9,35.3,28,0.7,624,0.74,0.67,8.8,17.1,1100,19,96.9,0.03,0.58,7.8,<0.2,1.6,140,<0.1,10.6,0.21,0.6,2.2,62,1,20.7,77
C-313283,1883,UT,39.0514,-111.8428,6/22/2008,Planted/Cultivated,Pasture/Hay,0-12,<1,3.3,3.7,395,1.1,0.14,4.72,2.9,1.8,8.74,0.2,34.2,5,28,<5,12.5,1.36,7.92,0.01,0.03,1.62,17.5,39,2.07,359,0.6,0.48,3.8,7.2,750,10.7,57.7,0.05,0.45,5.3,<0.2,0.9,283,<0.1,6.1,0.12,0.3,1.9,41,0.5,11.8,40
C-313263,2043,UT,41.5937,-112.6657,6/11/2008,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,3.82,8.7,440,1.7,0.15,2.37,1.3,1.1,5.75,0.5,48.4,5.6,41,5,14.1,1.59,10.2,0.02,0.03,1.74,25.6,33,1.09,364,0.85,0.6,8.2,12.3,980,14.8,83.9,0.04,0.6,6.1,<0.2,1.3,255,<0.1,9.8,0.16,0.5,2.3,45,1,18,55
C-313296,2095,UT,38.1999,-112.3459,6/26/2008,Shrubland,Shrubland,0-5,<1,8.62,4,804,1.5,0.2,3.01,N.D.,3.01,2.41,0.2,83.8,14,29,<5,14,5.21,21.6,0.02,0.08,2.01,45.7,19,0.81,885,1.25,1.99,10.4,6.4,1150,19.2,67.6,0.9,0.31,13.5,<0.2,1.8,596,<0.1,9.6,0.57,0.5,1.8,166,0.8,21.2,93
C-313321,2203,UT,38.2736,-109.5677,6/30/2008,Shrubland,Shrubland,0-5,<1,1.91,4.1,348,0.5,0.04,0.71,0.1,0.6,0.91,<0.1,11.5,1.2,14,<5,3.7,0.36,3.5,<0.01,<0.02,1.73,6.1,6,0.23,117,0.12,0.08,1.2,2.1,230,7.8,50.3,0.01,0.26,1.3,<0.2,0.4,46.5,<0.1,1.5,0.04,0.3,0.3,9,0.1,2.8,14
C-313288,2363,UT,39.9799,-109.6902,6/17/2008,Shrubland,Shrubland,0-4,<1,6.44,5,1070,1.6,0.13,0.72,0.4,0.3,2.53,0.2,56.4,6.1,39,<5,12.4,1.63,14.4,0.03,0.02,2.2,32,24,0.85,441,0.92,2.34,7.2,11.4,830,20.4,71.6,0.02,0.47,5.2,<0.2,0.9,562,<0.1,8.5,0.16,0.4,2.1,49,0.8,11.1,36
C-313241,2459,UT,39.1974,-110.0761,6/30/2008,Shrubland,Shrubland,0-6,<1,2.86,6.1,266,1,0.12,2.11,0.6,1.5,1.6,0.2,41.5,4.5,37,<5,8.4,1.08,7.75,0.02,0.02,1.21,17.2,16,0.77,123,0.88,0.3,5.2,11.8,750,12.6,53.9,0.08,0.39,4.2,<0.2,0.9,80.5,<0.1,5.8,0.11,0.2,1.9,42,0.4,11.2,39
C-313509,2619,UT,41.1821,-111.3737,6/10/2008,Forested Upland,Mixed Forest,0-20,<1,4.08,6.4,512,1.5,0.38,6.06,N.D.,6.06,0.87,0.8,44,8.2,40,6,28.6,1.89,10.4,0.03,0.04,1.59,19.9,29,0.54,574,1.13,0.28,6,17.6,1390,36.7,87.6,0.06,0.99,6.5,0.3,2,93.4,0.1,7.6,0.14,0.5,2.3,57,0.9,12.2,88
C-313322,2735,UT,37.1627,-112.3464,7/4/2008,Shrubland,Shrubland,0-5,<1,1.14,1.5,240,0.3,0.04,0.46,N.D.,0.46,0.08,<0.1,9.47,0.9,11,<5,5.8,0.15,2.48,<0.01,<0.02,0.91,5,7,0.05,41,0.11,0.05,0.9,1,110,7.2,32.7,0.02,0.16,0.9,<0.2,0.3,50.8,<0.1,1.3,0.03,0.2,0.4,7,0.2,2.1,15
C-313420,2783,UT,37.766,-113.7214,7/5/2008,Shrubland,Shrubland,0-7,<1,4.77,5,500,2.1,0.18,3.33,2.3,1,8.45,0.4,58.7,7.2,24,5,17.4,1.78,11.6,0.02,0.04,2.04,30.4,41,1.89,456,0.64,0.88,8.1,12.3,900,18.2,98.7,0.03,0.77,6.2,<0.2,1.4,447,<0.1,11.2,0.18,0.5,3.6,46,1.4,18.8,56
C-313285,2811,UT,39.6879,-112.9897,6/20/2008,Barren,Transitional,0-4,<1,5.46,4.9,609,2.7,0.25,3.85,2.3,1.6,8.98,0.5,59,6.9,36,8,15.7,2.14,14.3,0.03,0.04,2.57,31,62,1.92,675,0.95,1.15,8.1,11.7,990,22.6,134,0.05,0.81,7.4,<0.2,1.7,530,<0.1,16.7,0.21,0.6,3.1,57,1.4,22,61
C-313289,2907,UT,38.9527,-110.9927,6/27/2008,Shrubland,Shrubland,0-5,<1,5.34,4.2,481,1.8,0.2,3.31,2.5,0.8,7.38,0.5,48.9,9.3,48,6,26.2,2.44,14.2,0.02,0.05,2.6,25.7,59,2.37,608,1.35,0.74,4.3,16.6,880,14.8,97.7,0.1,0.59,10.1,<0.2,1.6,385,<0.1,8.8,0.21,0.5,2.8,86,0.8,17.4,60
C-313078,3067,UT,41.2501,-113.9849,6/12/2008,Shrubland,Shrubland,0-5,<1,6.64,7.2,821,1.9,0.14,0.79,N.D.,0.79,0.87,0.2,48.7,8.4,44,<5,13.6,2.1,15.9,0.01,0.02,2.4,26.3,30,0.84,533,0.43,2.19,12.3,23.3,410,25.7,113,0.02,0.8,6.1,<0.2,1,208,<0.1,12.7,0.2,0.8,2.1,46,1.1,12.9,52
C-313226,3119,UT,37.4634,-111.9504,7/4/2008,Shrubland,Shrubland,0-6,<1,3.08,5,354,0.9,0.14,0.55,0.1,0.5,0.65,0.1,31.1,4.2,18,<5,8.9,1.14,7.61,0.01,0.02,1.72,13.1,16,0.41,260,0.51,0.35,4.1,6.9,270,13.1,76.3,0.02,0.34,4.1,<0.2,0.9,82.3,<0.1,5.3,0.12,0.4,1.2,30,0.5,9.4,32
C-313248,3227,UT,37.7639,-109.7709,7/2/2008,Forested Upland,Mixed Forest,0-16,<1,3.53,5.5,394,1.3,0.2,4.82,N.D.,4.82,0.54,0.2,50.9,8.1,29,<5,15.7,1.65,9.01,0.03,0.03,1.72,22.9,25,0.38,739,5.29,0.45,5.9,12.8,390,17.8,62.1,0.03,0.83,5.2,0.2,1,207,<0.1,7,0.18,0.4,2.9,46,0.6,12.8,39
C-313217,3387,UT,39.7947,-111.202,6/19/2008,Shrubland,Shrubland,0-8,<1,1.49,2.5,154,0.5,0.08,2.47,N.D.,2.47,0.47,0.4,19.1,2.8,23,<5,7.2,0.65,3.71,<0.01,<0.02,0.76,6.1,12,0.15,156,0.31,0.06,2.2,6.1,610,8.5,31.9,0.03,0.18,2.1,0.2,0.5,35.6,<0.1,2.7,0.06,0.2,1.2,17,0.2,7.1,29
C-313259,3483,UT,39.0768,-109.3763,6/30/2008,Shrubland,Shrubland,0-6,<1,5.09,11.5,643,1.8,0.3,2.25,1.5,0.8,4.83,2.2,44,8.1,38,7,19.9,2.16,12.8,0.03,0.04,2.02,22.4,28,1.28,263,8.34,0.71,6.9,22.6,710,22.3,99.1,0.04,2.92,7.7,1.8,1.4,196,<0.1,8.3,0.17,0.8,3.8,163,0.8,14.1,86
C-313238,3643,UT,40.6473,-112.3082,6/13/2008,Developed,Low Intensity Residential,0-5,<1,3.85,20,462,1.5,1.63,4.16,1.4,2.8,5.6,1.4,55.6,6.5,32,7,113,1.59,10.6,0.05,0.11,1.84,20.2,78,2.47,478,3.19,0.71,7.8,13.6,1380,108,122,0.47,2.45,6.1,0.8,1.8,444,0.3,7.9,0.16,0.6,2.9,45,1.2,14.2,102
C-313319,3807,UT,37.5908,-113.7321,7/5/2008,Shrubland,Shrubland,0-6,<1,6.95,3.8,811,1.9,0.2,0.78,N.D.,0.78,2.24,0.3,118,21.6,62,<5,22.6,4.76,19.1,0.02,0.06,2.14,54,33,1.27,1050,0.92,1.41,11,22.9,1160,23.4,90.7,0.02,0.64,13.6,<0.2,2,388,<0.1,14.1,0.56,0.5,2.1,174,1.2,24,92
C-313262,3835,UT,40.7989,-112.7065,6/12/2008,Barren,Bare Rock/Sand/Clay,0-5,<1,2.99,11.4,582,1.3,0.14,3.08,2.1,1,7.95,0.2,31.8,5.3,19,<5,10.7,1.12,7.6,0.01,0.02,1.3,16.6,61,1.77,240,1.05,2.99,4.6,10.4,480,12.7,65.3,0.31,0.75,4.5,0.2,0.8,600,<0.1,5.9,0.1,0.3,2.7,36,0.9,10,32
C-313310,3931,UT,38.0536,-111.8268,6/26/2008,Shrubland,Shrubland,0-5,<1,5.96,6.7,979,1.7,0.2,2.39,N.D.,2.39,1.44,0.3,117,25.7,180,5,25.2,3.8,15.2,0.02,0.05,2.01,49.7,31,1.39,1060,0.89,0.74,7.7,78.7,1430,19.9,92.2,0.04,0.57,13.5,<0.2,1.6,275,<0.1,10.7,0.45,0.5,2.6,126,0.9,18.1,77
C-313082,4059,UT,37.1759,-109.851,7/1/2008,Barren,Bare Rock/Sand/Clay,0-20,<1,3.73,2.4,336,1.1,0.08,3.48,3,0.5,10.5,0.1,40.8,7.4,34,<5,12,1.32,9.24,<0.01,0.02,1.37,20.9,23,0.8,351,0.46,0.76,6.4,15.7,350,9.4,53.9,0.02,0.37,5.9,<0.2,1.3,244,<0.1,6.4,0.2,0.3,2,67,0.6,12.2,33
C-313298,4063,UT,38.7001,-112.4363,6/22/2008,Forested Upland,Evergreen Forest,0-7,<1,4.6,6.4,584,1.7,0.27,4.89,0.1,4.8,0.99,0.4,68.2,10.4,42,6,26.9,2.27,12.2,0.03,0.04,1.78,31.8,33,0.54,1050,1.06,0.78,10,15.3,800,23.6,88.4,0.05,0.84,7.1,<0.2,1.4,200,<0.1,10.8,0.25,0.5,2.6,67,1.4,16,71
C-313245,4143,UT,39.2703,-113.2499,6/25/2008,Barren,Bare Rock/Sand/Clay,0-5,<1,3.59,7.8,396,1.5,0.2,5.65,4.7,1,15.6,0.3,64.2,7.6,26,6,11.6,1.63,9.86,0.01,0.03,1.47,24.4,42,1.7,471,1.22,0.79,8.5,10.4,670,15.5,68.6,0.05,0.89,6.1,0.2,1.2,507,<0.1,10.7,0.17,0.4,2.3,44,1.4,16.3,42
C-313255,4251,UT,37.3659,-111.1226,7/3/2008,Shrubland,Shrubland,0-3,<1,1.84,1.8,290,0.6,0.1,0.19,N.D.,0.19,0.25,<0.1,27.1,2.2,13,<5,6.4,0.62,4.56,<0.01,<0.02,1.25,13.3,13,0.29,129,1.93,0.19,2.5,4.6,230,9.9,45.3,<0.01,0.37,2.4,<0.2,0.5,45.1,<0.1,3.7,0.07,0.3,0.8,19,0.5,5.4,16
C-313280,4399,UT,38.2371,-112.9488,6/24/2008,Shrubland,Shrubland,0-4,<1,4.3,4.8,417,1.9,0.53,1.63,0.7,0.9,3.18,0.2,47,7.1,37,<5,18.3,2.17,11,0.02,0.06,1.91,24.7,24,0.92,429,0.63,0.77,6.1,11.1,680,21.4,84.1,0.02,0.6,6.5,<0.2,1.2,197,<0.1,11.2,0.2,0.4,2,59,1,12.3,52
C-313243,4411,UT,40.212,-110.0626,6/18/2008,Shrubland,Shrubland,0-7,<1,4.54,3.3,667,1.3,0.09,0.31,0.1,0.2,1.58,0.2,67.2,5.7,26,<5,8.8,1.2,11.9,0.01,<0.02,1.38,28.7,18,0.45,243,0.72,1.33,6.3,10.9,490,14.3,52.1,0.01,0.32,4.8,<0.2,0.8,555,<0.1,7.1,0.11,0.3,2.4,34,0.4,9.3,29
C-313229,4507,UT,38.0338,-110.185,7/2/2008,Forested Upland,Evergreen Forest,0-5,<1,2.46,3.7,302,0.9,0.1,0.5,0.1,0.4,0.76,<0.1,29.5,4,15,<5,10.3,0.88,6.28,0.01,<0.02,1.48,10.5,14,0.41,210,0.39,0.12,2.7,8.5,190,11.4,57.2,<0.01,0.3,3.6,0.2,0.7,59.1,<0.1,3.7,0.08,0.3,0.9,22,0.3,6.8,22
C-313308,4603,UT,40.2648,-109.1021,6/16/2008,Herbaceous Upland,Grasslands/Herbaceous,0-4,<1,3.89,3.9,533,1.4,0.15,0.47,N.D.,0.47,0.55,0.2,57.3,5.2,33,<5,9.7,1.32,9.08,0.01,0.02,1.82,30,16,0.52,295,1.04,0.55,4.9,9,540,14.6,71.5,0.02,0.61,4.7,<0.2,0.9,120,<0.1,10.1,0.14,0.4,1.7,47,0.6,11.7,39
C-313080,4667,UT,40.1163,-112.2336,6/21/2008,Shrubland,Shrubland,0-5,<1,4.5,9.5,572,1.5,0.34,2.56,1,1.6,5.01,0.5,57.1,7.9,31,5,19.8,2.07,11.7,0.02,0.04,1.81,29.1,35,1.29,694,0.79,0.73,9.5,13.1,910,34,82.3,0.04,1.1,6.4,<0.2,1.6,293,<0.1,9.3,0.23,0.5,1.8,52,1.4,16.3,69
C-313302,4859,UT,40.1003,-113.7157,6/20/2008,Shrubland,Shrubland,0-5,<1,5.84,10.9,1430,3.6,0.7,1.57,1,0.6,5.28,0.3,164,5.7,27,5,15.3,2.15,13.1,<0.01,0.08,3.07,94.4,24,0.71,324,1.39,1.82,28.1,6.7,1490,28.7,148,0.03,2.01,4.1,<0.2,3.2,678,<0.1,21.1,0.19,0.7,4.1,67,2.4,16.3,47
C-313402,4923,UT,41.9538,-111.9783,6/10/2008,Planted/Cultivated,Small Grains,0-12,<1,5.9,6.1,553,4.8,0.35,1.36,0.1,1.3,0.93,0.3,184,2.8,9,<5,8.4,1.53,19.3,0.02,0.1,4.35,96.8,34,0.39,305,2,1.26,42.3,3.7,300,34.9,191,0.03,0.87,3.9,<0.2,7.2,83.1,<0.1,21.6,0.13,1,5,17,1.1,48.2,67
C-313317,4955,UT,38.8096,-111.6932,6/22/2008,Forested Upland,Deciduous Forest,0-20,<1,3.67,3.6,310,1.1,0.18,3.43,N.D.,3.43,0.76,0.2,44.9,5.5,36,<5,16.4,1.41,9.07,0.01,0.03,1.25,23.6,20,0.44,419,0.55,0.25,5.8,10.6,480,13.5,72.9,0.03,0.47,5.3,<0.2,1.1,80.9,<0.1,7.6,0.15,0.4,1.7,47,0.6,12.8,38
C-313258,5087,UT,39.0379,-113.7655,6/25/2008,Shrubland,Shrubland,0-4,<1,2.93,6.5,302,1.3,0.14,4.57,3.9,0.7,12.5,0.5,34.8,5.3,23,<5,8.7,1.23,7.51,0.01,0.02,1.26,19.7,21,1.19,252,11.9,0.54,4.9,12.3,690,12.3,51.9,0.05,0.97,4.5,0.3,0.8,354,<0.1,6.2,0.12,0.3,2.2,40,0.8,14.2,40
C-313270,5115,UT,40.7251,-113.4989,6/12/2008,Barren,Bare Rock/Sand/Clay,0-1,<1,1.57,5.8,378,0.5,0.13,5.37,5.4,0,18,0.2,14.7,3.2,18,<5,38.4,0.7,3.8,0.01,<0.02,0.81,7.9,112,2.49,189,3.92,6.6,3,4.4,370,7.9,31.2,3.66,0.63,2.4,0.5,0.6,2430,<0.1,3.1,0.06,0.2,5.5,22,0.8,5.5,23
C-313274,5163,UT,37.2909,-109.5643,7/1/2008,Shrubland,Shrubland,0-3,<1,2.03,1,580,0.6,0.06,0.69,0.3,0.4,1.37,<0.1,16.1,1.7,17,<5,5.5,0.52,4.52,<0.01,<0.02,1.41,8.6,15,0.42,164,0.15,0.28,2.1,1.9,230,8.1,47.1,0.02,0.24,2.1,<0.2,0.4,68.1,<0.1,2.7,0.06,0.3,0.8,16,0.2,5.3,13
C-313085,5167,UT,39.2891,-112.4188,6/19/2008,Herbaceous Upland,Grasslands/Herbaceous,0-3,<1,3.74,4,420,1.1,0.09,1.53,0.8,0.7,3.8,<0.1,38,8,23,<5,10.5,2.02,9.54,<0.01,0.02,1.35,20.3,21,1.08,379,0.47,0.78,7.7,14.5,550,9.2,59.5,0.02,0.35,6.2,<0.2,1.1,239,<0.1,6,0.23,0.3,1.2,48,0.7,11.5,39
C-313300,5275,UT,37.5263,-111.2305,7/3/2008,Shrubland,Shrubland,0-5,<1,2.14,1,352,0.7,0.07,0.29,N.D.,0.29,0.27,<0.1,14,1.8,15,<5,4.8,0.46,4.75,<0.01,<0.02,1.57,7.1,14,0.34,140,0.18,0.43,1.6,2.5,170,9.2,56.4,<0.01,0.23,1.8,<0.2,0.5,53.7,<0.1,2.2,0.06,0.3,0.7,12,0.2,4.1,14
C-313412,5435,UT,40.8216,-110.8007,6/15/2008,Forested Upland,Mixed Forest,N.S.,<1,5,2.4,1120,2.5,0.18,5.7,N.D.,5.7,0.4,<0.1,51.5,7.2,22,<5,6.1,1.78,11.5,0.03,0.03,2.63,30.8,14,0.36,187,0.34,0.74,4.3,13.1,350,15.2,94.2,0.04,0.38,4.5,0.2,1.1,79.8,<0.1,20.9,0.09,0.4,5.6,35,0.4,16.4,21
C-313273,5531,UT,39.5147,-109.5334,6/17/2008,Shrubland,Shrubland,0-3,<1,4.62,4.7,558,1.4,0.2,1.09,N.D.,1.09,0.48,0.2,52.5,6.6,41,<5,15.9,1.86,11.7,0.02,0.03,2.24,25.8,26,0.57,545,0.86,0.69,7.3,11.1,530,17.8,90.7,0.03,0.61,6.6,<0.2,1.3,116,<0.1,9.3,0.19,0.5,2.1,55,0.7,14.5,51
C-313222,5691,UT,40.6346,-110.9449,6/15/2008,Forested Upland,Evergreen Forest,0-7,<1,4.21,10.3,464,1.4,0.84,10.6,N.D.,10.6,0.74,0.7,63.5,11.9,36,7,18.4,1.76,13.1,0.08,0.06,1.29,21.6,35,0.47,1720,2.38,0.59,8.7,17.1,360,66.8,98.3,0.03,1.4,5.7,0.3,1.9,132,0.1,7.1,0.2,0.5,2.4,51,1.5,10.7,72
C-313220,5883,UT,40.3389,-112.5366,6/13/2008,Shrubland,Shrubland,0-15,<1,4.83,16.2,390,1.9,0.27,3.6,0.4,3.2,3.01,0.7,67.5,9.7,44,7,22.3,2.26,13.7,0.02,0.04,1.71,26,36,0.71,564,1.74,0.61,8,23.8,1110,19.8,101,0.04,1.05,8,0.5,1.6,211,<0.1,10.1,0.19,0.6,2.3,66,1.1,18,88
C-313316,5979,UT,39.5487,-111.6241,6/19/2008,Planted/Cultivated,Pasture/Hay,0-3,<1,2.9,2.8,247,0.9,0.15,2.01,0.1,1.9,1.39,0.2,34,5.1,35,<5,14,1.31,7.1,0.01,0.02,1.01,17.8,20,0.67,461,0.64,0.27,4.3,9.1,790,13.8,47.2,0.04,0.48,4.3,0.2,1,93.4,<0.1,5.5,0.11,0.3,1.2,35,0.5,10,46
C-313212,6111,UT,38.7273,-113.9318,6/25/2008,Shrubland,Shrubland,3-Jan,<1,3.38,5.1,341,1.2,0.12,3.4,2.8,0.6,8.35,0.4,39.2,5.2,32,<5,11,1.3,8.67,0.01,0.02,1.46,19.7,24,1.83,319,1.01,0.51,5,11.9,500,12.6,63.9,0.02,0.6,4.8,<0.2,1,240,<0.1,7.2,0.12,0.4,1.8,36,0.9,12.1,43
C-313211,6139,UT,41.6819,-113.9665,6/11/2008,Shrubland,Shrubland,0-10,<1,5.06,4.7,582,2.8,0.32,2.05,N.D.,2.05,1.16,0.8,91.4,6,45,7,30.2,1.85,15.4,0.02,0.05,2.24,42.5,22,0.71,618,1.27,0.78,16.4,11.7,1180,26.1,118,0.05,0.94,6.3,0.2,2.8,163,<0.1,15.8,0.2,0.7,3.7,43,2.1,28.4,75
C-313234,6191,UT,37.8254,-112.1097,6/26/2008,Shrubland,Shrubland,0-5,<1,5.92,4.1,549,1.9,0.26,1.7,N.D.,1.7,2.77,0.3,93.6,13.6,46,6,23.9,3.14,18.2,0.02,0.06,1.89,36.5,22,1.04,733,0.76,1,6.2,18.9,870,17.4,93.1,0.03,0.6,11.7,0.2,1.6,334,<0.1,10,0.31,0.5,1.6,91,0.8,21.7,80
C-313417,6299,UT,38.6943,-109.4028,6/30/2008,Shrubland,Shrubland,0-5,<1,5.08,6.4,714,1.8,0.17,2.38,2,0.4,5.52,0.1,53.7,10.2,37,<5,21.7,2.29,11.5,<0.01,0.04,2.61,26.9,36,2.1,605,0.58,0.72,4.6,17.5,600,17.8,79.5,0.07,0.64,9.1,<0.2,1.5,187,<0.1,7.7,0.17,0.4,2.2,73,0.6,15.8,47
C-313266,6395,UT,40.8334,-109.0755,6/16/2008,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,2.66,1.9,372,0.8,0.12,1.27,N.D.,1.27,1.01,0.1,29.6,4.1,20,<5,6.2,1.2,6.74,<0.01,<0.02,1.12,15.7,12,0.37,212,1.58,0.44,3.8,6,420,10.3,41.2,0.02,0.34,3.2,<0.2,0.7,150,<0.1,5.5,0.1,0.3,1,34,0.3,7.5,28
C-313250,6459,UT,40.3385,-109.6348,6/17/2008,Shrubland,Shrubland,0-6,<1,1.82,3.2,447,0.6,0.1,2.3,1.5,0.8,4.82,0.2,24,2.8,26,<5,5.7,0.74,4.34,<0.01,<0.02,1.13,12.2,12,0.96,209,0.66,0.11,2.4,7.2,660,10.6,40.3,0.03,0.21,2.6,<0.2,0.5,76,<0.1,3.6,0.08,0.3,1.2,26,0.3,8.2,21
C-313251,6555,UT,39.4752,-110.2473,6/18/2008,Shrubland,Shrubland,0-4,<1,5.21,5.6,664,2,0.24,2.39,0.2,2.2,1.09,0.4,50.8,7.1,40,6,19.4,1.99,12.7,0.02,0.04,2.43,25.4,22,0.69,399,0.81,1.28,7,14.2,800,23.8,104,0.03,0.9,6.9,<0.2,1.3,133,<0.1,9.2,0.18,0.6,2.1,67,1.1,14,72
