Foodstatus,Schooling_year,Age,Household_size,Rainfed_area,Irrigated_area,Remittance,No_livestock,Infrastructure_Index,Region,Sex,Caste,Livelihood,School_Class,Household_Class,Remitance_Class,Foodstatus_ID,Sex_ID,Region_ID,Livelihood_ID
1,0,38,4,0.356,0.051,0,5.35,0.903,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,52,6,0,0,0,2.84,0.904,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,46,9,0.006,0,0,10.69,0.904,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,55,9,0.005,0.003,0,6.62,0.904,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,52,5,0,0,0,3.79,0.905,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,34,5,0.254,0.203,36.55,3.12,0.905,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,37,6,0.151,0,0,4.46,0.905,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,72,5,1.475,0.102,0,7,0.905,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
0,0,66,6,0,0,0,2.9,0.905,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,57,13,0.09,0,19.415,3.048,0.906,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,78,4,0.005,0.001,16.072,3.708,0.906,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
1,0,52,8,0.56,0.102,0,6.24,0.906,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,65,8,0,0,0,6.04,0.906,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,42,6,0.067,0,2.125,0.01,0.906,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,0,29,6,0.509,0.001,12.24,3.15,0.906,4,1,0,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,0,29,6,0.509,0.001,12.24,3.15,0.906,4,1,0,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,0,29,6,0.509,0.001,12.24,3.15,0.906,4,1,0,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
1,0,42,6,0.066,0,2.135,0.011,0.906,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,0,46,9,2.086,0.356,51,12.15,0.906,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,46,9,2.086,0.356,51,12.15,0.906,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,77,7,1.373,0.254,0,11.14,0.906,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,54,6,0.178,0,0,2.38,0.906,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,2,39,5,0.283,0,0,4.88,0.907,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,37,8,0.014,0.006,0,2.904,0.907,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,3,51,5,0.079,0.033,0,1.412,0.907,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,3,42,7,0,0,2.09,3.121,0.907,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,32,4,0,0,170,3.05,0.907,4,1,0,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,0,66,8,0,0,0,4.05,0.907,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,50,8,0,0,0,6,0.907,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,66,8,0,0,0,4.05,0.907,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,50,8,0,0,0,6,0.907,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,5,26,4,0.06,0,0,3.941,0.908,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,50,8,0.081,0,14.019,3.532,0.908,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,55,5,0.203,0,0,1.1,0.908,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,33,6,0.305,0,0,1.48,0.908,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,2,42,7,0,0,17,4.5,0.909,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,2,42,7,0,0,17,4.5,0.909,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,2,42,7,0,0,17,4.5,0.909,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,2,42,7,0,0,17,4.5,0.909,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,55,9,0.004,0.055,8.997,6.56,0.909,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,55,6,0.324,0,0,2,0.909,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,40,7,0.892,0.335,43.947,6.853,0.909,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,2,38,5,0.305,0,0,4.93,0.909,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,53,6,0.404,0.115,32.106,2.201,0.909,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,53,7,0.285,0.194,0,3.983,0.91,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,48,10,0.024,0,7.606,5.603,0.911,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,38,6,0.092,0,0,3.631,0.911,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,31,5,0.56,0,88.4,2.17,0.911,4,1,0,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
1,0,53,7,0.347,0.235,0,4.23,0.911,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,55,9,0,0,0,3.54,0.911,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,40,6,0.763,1.221,40.8,6.28,0.911,4,1,1,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
1,0,39,7,1.017,0.356,51,6.78,0.911,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,34,6,0.509,0,0,4.41,0.911,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,26,7,0,0,170,2.1,0.912,4,1,1,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,0,26,7,0,0,170,2.1,0.912,4,1,1,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,0,26,7,0,0,170,2.1,0.912,4,1,1,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
1,11,28,6,0.696,0.145,0,3.024,0.912,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,53,9,0.07,0.019,0,6.688,0.912,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,5,33,6,0,0,0,2.58,0.912,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,5,33,6,0,0,0,2.58,0.912,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,10,37,5,0.207,0,0,3.55,0.912,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,10,37,5,0.207,0,0,3.55,0.912,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,10,37,5,0.207,0,0,3.55,0.912,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,34,4,0,0,86.86,5.281,0.912,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,0,51,5,0,0,0,3.78,0.912,4,1,1,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,0,51,5,0,0,0,3.78,0.912,4,1,1,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
1,0,47,7,0.07,0.002,0,3.11,0.913,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,6,28,7,0.076,0,0,1.4,0.913,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,37,5,0.064,0,0,1.4,0.913,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,42,4,0.102,0,0,1.4,0.913,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,6,28,7,0.076,0,0.036,1.415,0.913,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,66,5,0,0,0,2.81,0.913,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,35,4,0.001,0.001,0,5.14,0.913,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,52,5,0.064,0,0,3.774,0.913,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,50,8,0.051,0,0,3.5,0.914,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,9,37,6,0,0,0,2.12,0.914,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,5,30,5,0,0,4.25,3.19,0.914,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,10,33,7,0,0,8.5,6.4,0.914,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,73,6,0,0,89.42,12.5,0.914,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,49,7,0.183,0.002,9.22,3.11,0.915,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,3,44,7,0,0,0,3.21,0.915,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,29,5,0,0,34,0.74,0.915,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,45,7,0,0,0,2.13,0.915,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,37,5,0.056,0,0,1.4,0.915,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,7,53,4,0.013,0.016,0,2.4,0.915,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,60,6,0.766,0,59.866,3.31,0.915,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,1,33,11,0,0,0,3.05,0.916,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,9,31,8,0,0,38.25,6.16,0.916,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,46,7,0,0,0,3.07,0.916,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,46,7,0,0,0,3.07,0.916,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,46,7,0,0,0,3.07,0.916,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,46,7,0,0,0,3.07,0.916,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,46,7,0,0,0,3.07,0.916,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,58,8,0,0,0,5.06,0.917,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,58,8,0,0,0,5.06,0.917,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,4,40,6,0,0,0,1.5,0.917,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,52,8,0.434,0.221,24.403,6.164,0.917,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,1,26,4,0.12,0,0.256,1.454,0.918,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,15,56,9,0,0,371.025,2.6,0.992,5,0,0,1,1,1,1,Food adquate,Male,western,Agriculture Household
1,0,55,4,0.712,0.509,165.75,4.66,0.918,4,1,1,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,0,55,6,0,0,0,5.22,0.918,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,68,6,0.4,0,0,6.1,0.918,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,68,6,0.4,0,0,6.1,0.918,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,49,6,0,0,0,3.55,0.918,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,3,49,6,0,0,0,3.55,0.918,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,64,6,0,0,6.8,3.63,0.918,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,10,34,4,0.022,0.034,3.381,1.425,0.919,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,6,37,9,0.089,0,0,1.62,0.919,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
1,0,32,5,0.318,0.124,75.089,3.064,0.919,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,3,32,5,0,0,0,1.61,0.919,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,3,52,9,0,0,0,2.341,0.919,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,35,5,0,0,0,2.89,0.919,4,1,1,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,0,35,5,0,0,0,2.89,0.919,4,1,1,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,2,42,5,0,0,0,1.55,0.919,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,2,42,5,0,0,0,1.55,0.919,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,52,6,0.068,0,208.735,2.205,0.919,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,51,10,0.28,0,95.147,7.303,0.92,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,56,6,0,6.179,10.305,8.429,0.92,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,35,6,0.254,0,0,3.5,0.92,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,35,6,0.254,0,0,3.5,0.92,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,5,27,4,0,0,0,0.3,0.92,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,52,8,0.403,0.25,30.388,6.145,0.92,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,44,7,0,0,0,1.971,0.921,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,63,14,0.273,0,58.821,3.512,0.921,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,8,24,4,0.153,0.127,0,2.4,0.921,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,8,24,4,0.153,0.127,0,2.4,0.921,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,65,7,0,0,25.5,0.6,0.921,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,36,6,0.014,0.001,0,5.092,0.922,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,6,38,6,0.033,0,0,1.4,0.922,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,20,4,0.033,0,86.7,0,0.922,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,39,6,0.04,0,1.26,0.047,0.922,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,0,48,4,3.37,4.271,68,1.91,0.923,4,1,0,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,3,29,6,0.967,0,0,4.52,0.923,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,56,8,0,0,0,5.4,0.923,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,49,8,0,0,0,9.42,0.923,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,49,8,0,0,0,9.42,0.923,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,73,4,0,0,0,1.4,0.923,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
1,0,64,14,0.3,0,64.6,3.58,0.923,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,7,40,4,0,0,0,1.17,0.923,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
1,0,39,6,0,0,0,2.74,0.923,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,2,34,6,0,0,0,2.72,0.923,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,72,4,0,0,8.929,1.675,0.923,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
1,0,24,6,0.549,0.039,0,3.818,0.923,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,59,6,0.828,0,62.448,3.13,0.924,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,44,6,1.234,0.579,5.1,7.44,0.924,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,44,6,1.234,0.579,5.1,7.44,0.924,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,44,6,1.234,0.579,5.1,7.44,0.924,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,48,5,0.267,0.337,148.75,7.42,0.924,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,44,6,1.234,0.579,5.1,7.44,0.924,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,48,5,0.267,0.337,148.75,7.42,0.924,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,44,6,1.234,0.579,5.1,7.44,0.924,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,5,35,8,0.477,0.28,0,3.4,0.924,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,34,5,0.093,0,0,1.424,0.924,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,37,9,0,0,0,2.892,0.924,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,2,30,11,0,0,0,2.82,0.924,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,11,57,6,0.814,0.407,0,6.25,0.924,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,63,6,0.015,0.006,0,0.599,0.925,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
0,10,32,6,0.509,1.068,0,3.8,0.925,4,0,0,0,0,1,0,Food adquate,Male,midwest,Non Agriculture Household
1,0,39,6,0.002,0,0,2.72,0.925,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,25,9,0.633,0.293,0,3.8,0.925,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,30,6,0.954,0,0,4.5,0.925,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,3,23,4,0,0,0,2.86,0.925,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,4,41,4,0.094,0,0,3.478,0.925,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,55,5,0,7.474,0,8.4,0.925,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,3,24,4,0,0,152.228,2.488,0.925,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,65,4,0.048,0,0,4.21,0.925,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,5,27,4,0.06,0,1.727,2.899,0.925,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,59,6,0.865,0,64.6,3.11,0.926,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,47,5,0,0,0,3.83,0.927,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,38,10,0.432,0.203,35.7,4.95,0.927,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,30,5,0.356,0.076,98.6,3.03,0.928,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,24,5,0.022,0.016,0,0.222,0.928,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,55,5,0,6.606,0.888,8.133,0.928,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,50,6,1.068,0.305,85,2.17,0.928,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,45,4,0.712,0,0,3.04,0.928,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,45,4,0.712,0,0,3.04,0.928,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,3,45,7,0,0,17,6.88,0.928,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,5,34,8,0.22,0.129,0,2.747,0.928,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,31,6,0,0,0,2.69,0.928,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,75,11,0,0,0,8.5,0.928,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
1,0,35,5,6.706,0.1,90.95,1.52,0.929,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,10,53,5,0.121,0.324,0,4.21,0.929,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,15,32,6,0,0,4250,0,0.995,5,0,0,0,1,1,1,Food adquate,Male,western,Non Agriculture Household
0,0,50,4,0,0,85,5.32,0.929,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,5,46,10,0,0.3,0,7.43,0.93,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,49,8,0,0,0,1.46,0.93,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,3,43,5,0.206,0.137,0,1.77,0.93,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,28,4,0.002,0.124,71.032,1.4,0.93,4,1,1,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,0,37,6,0.1,0.133,0,1.5,0.93,4,1,0,1,0,1,0,Food adquate,Female,midwest,Agriculture Household
0,0,66,32,0.234,5.338,0,9.41,0.93,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,66,32,0.234,5.338,0,9.41,0.93,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,66,32,0.234,5.338,0,9.41,0.93,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,49,8,0.003,0.159,0,1.466,0.93,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,60,6,0,0,0,5.5,0.93,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,60,6,0,0,0,5.5,0.93,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,7,40,4,0,0,0,1.072,0.93,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
1,3,46,7,0,0,0,3.093,0.93,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,2,32,6,0.011,0.09,0,3,0.93,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,50,9,0,1.668,0,4.62,0.931,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,58,4,0.069,2.827,0,4.508,0.931,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,29,5,0.135,0,66.109,1.334,0.931,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,11,31,6,1.068,0,0,3.99,0.931,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,3,60,13,1.475,0.321,0,4.95,0.931,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,35,5,0,0,0,1.4,0.931,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,51,13,0.028,0.008,61.787,15.909,0.931,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,32,6,0.002,0,0.187,2.625,0.932,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,41,6,0,0,25.5,3.01,0.932,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
0,6,44,6,6.773,0.667,0,1.8,0.932,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,6,44,6,6.773,0.667,0,1.8,0.932,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,6,44,6,6.773,0.667,0,1.8,0.932,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,43,5,0,0,246.5,2.38,0.932,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,43,5,0,0,246.5,2.38,0.932,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,8,46,4,0.458,0.178,34,4.27,0.932,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,5,33,8,0,0,0,2.19,0.932,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,38,5,0.072,0,0,0.997,0.932,4,0,1,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,5,47,10,0,0.282,0,7.341,0.932,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,52,6,0.203,0,0,3.74,0.933,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,45,5,0.022,0,0,2.178,0.933,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,5,33,8,0.001,0,0,2.306,0.933,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,55,8,0,0,132.6,2.34,0.933,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,37,6,0.021,0,0.679,0.071,0.933,4,1,0,1,0,1,0,Food inadquate,Female,midwest,Agriculture Household
1,0,64,4,0.097,0,25.779,4.277,0.933,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,40,10,0,0,0,1.94,0.933,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,30,9,0.167,0,0,3.65,0.934,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
0,0,65,5,0.763,0.203,0,4.9,0.934,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,65,5,0.763,0.203,0,4.9,0.934,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
0,0,65,5,0.763,0.203,0,4.9,0.934,4,0,0,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
1,0,45,5,0.023,0,0,2.16,0.934,4,0,0,1,0,1,0,Food inadquate,Male,midwest,Agriculture Household
1,0,71,5,0.007,0,0,0.671,0.934,4,0,0,0,0,1,0,Food inadquate,Male,midwest,Non Agriculture Household
0,0,64,7,0,0,0,7.06,0.934,4,0,1,1,0,1,0,Food adquate,Male,midwest,Agriculture Household
